tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,Language,Country,budget,BoxOffice,plot
tt0910970,WALL·E,2008.0,98.0,"Adventure,Animation,Family",8.4,1319342,"['nm0123785', 'nm0123785', 'nm2264184', 'nm0307531', 'nm0929609']",English,United States,180.0,532.5,"In the 29th century, Earth is an inhospitable, garbage-strewn wasteland due to an ecocide caused by rampant consumerism, corporate greed, and environmental neglect. Humanity was evacuated to space by the megacorporation Buy n Large on giant spaceships 700 years earlier, leaving trash-compacting ""WALL-E"" robots to clean up the planet. All but one of the robots have stopped functioning; the last remaining active WALL-E has developed a personality. WALL-E remains active by salvaging parts from inactive robots, with his pet cockroach Hal as his only companion. One day, WALL-E's routine of compressing trash and collecting interesting objects is broken by the arrival of a sleek, futuristic robot called EVE, who scans the planet for sustainable life. WALL-E is smitten by her, and the two begin to connect until EVE goes into standby mode when WALL-E shows her his most recent find: a living seedling. WALL-E cares for EVE until she is collected by a large unmanned rocket; with WALL-E clinging on, it returns to its mothership, the starliner Axiom. In the centuries since the Axiom left Earth, its passengers have degenerated into helpless obesity due to microgravity and laziness, with robots catering to their every whim. Captain B. McCrea sits back while his robotic AI autopilot helm, nicknamed AUTO, pilots the ship. McCrea is unprepared for the positive probe response, but discovers that placing the plant in the ship's Holo-Detector will trigger a hyperjump back to Earth so that humanity can begin recolonization. When McCrea inspects EVE's storage compartment, the plant is missing, and EVE blames WALL-E for its disappearance. EVE is deemed faulty and taken to diagnostics. WALL-E intervenes and inadvertently releases the other faulty bots, causing him and EVE to be designated rogue robots. EVE tries sending WALL-E home in an escape pod, but as WALL-E refuses, the two witness McCrea's first mate robot, GO-4, stowing the plant in a pod set to self-destruct. WALL-E enters the pod to retrieve the plant just as it launches, and he and the plant survive the pod's destruction. EVE catches up to him and they reconcile, dancing in space around the Axiom. EVE brings the plant to McCrea, who watches her recordings of Earth, concluding that they must save it, and EVE is touched by seeing recordings of WALL-E caring for her while she is in standby mode, understanding his feelings for her. AUTO reveals his secret no-return directive A113, recorded by Shelby Forthright, Buy n Large's CEO, in 2110, which orders them not to return to Earth on account of its toxicity levels. When McCrea tries overriding the directive, AUTO electrocutes WALL-E, throws him and EVE down a garbage chute, and confines McCrea to his quarters. EVE and WALL-E are nearly ejected into space with the Axiom's garbage, but a cleaning robot named M-O inadvertently jams the airlock and rescues them. McCrea escapes by tricking AUTO with an image of the plant and fights for control of the Axiom, while humans and robots work to secure the real plant. AUTO crushes WALL-E using the Holo-Detector, but McCrea rises from his chair, activates the manual override and deactivates AUTO. EVE inserts the plant into the Holo-Detector, initiating the hyperjump back to Earth. Arriving on Earth, EVE repairs WALL-E, but his memory and personality have been erased. Heartbroken, EVE gives WALL-E a ""kiss"", which releases a static electricity shock, restoring him. WALL-E and EVE reunite as the Axiom inhabitants take their first steps on Earth. Humans and robots work to restore the ravaged planet with the help of WALL-E and EVE, and the plant grows into a tree, which WALL-E and EVE admire together. As depicted in the teaser trailer, Andrew Stanton conceived WALL-E during a lunch with fellow writers John Lasseter, Pete Docter, and Joe Ranft in 1994. Toy Story was near completion and the writers brainstormed ideas for their next projects—A Bug's Life, Monsters, Inc., and Finding Nemo—at this lunch. Stanton asked, ""What if mankind had to leave Earth and somebody forgot to turn off the last robot?""[17] Having struggled for many years with making the characters in Toy Story appealing, Stanton found his simple Robinson Crusoe-esque idea of a lonely robot on a deserted planet strong.[20][21] Stanton made WALL-E a waste collector as the idea was instantly understandable, and because it was a low-status menial job that made him sympathetic.[22] Stanton also liked the imagery of stacked cubes of garbage.[23] He did not find the idea dark because having a planet covered in garbage was for him a childish imagining of disaster.[24] Stanton and Docter spent two months developing Trash Planet in 1995 but abandoned it due to story issues, with Docter pivoting to direct Monsters, Inc..[25][26] Stanton came up with the idea of WALL-E finding a plant, because his life as the sole inhabitant on a deserted world reminded Stanton of a plant growing among pavements.[27] Before they turned their attention to other projects, Stanton and Lasseter thought about having WALL-E fall in love, as it was the necessary progression away from loneliness.[24] Stanton started writing WALL-E again in 2002 while completing Finding Nemo.[28] Stanton formatted his script in a manner reminiscent of Dan O'Bannon's Alien. O'Bannon wrote his script in a manner Stanton found reminded him of haiku, where visual descriptions were done in continuous lines of a few words. Stanton wrote his robot ""dialogue"" conventionally, but placed them in brackets.[21] In late 2003, Stanton and a few others created a story reel of the first twenty minutes of the film. Lasseter and Steve Jobs were impressed and officially began development,[29] though Jobs stated he did not like the title, originally spelled ""W.A.L.-E.""[30] While the first act of WALL-E ""fell out of the sky"" for Stanton,[24] he had originally wanted aliens to plant EVE to explore Earth and the rest of the film was different. When WALL-E comes to the Axiom, he incites a Spartacus-style rebellion by the robots against the remnants of the human race, which were cruel alien Gels (completely devolved, gelatinous, boneless, legless, see-through, green creatures that resemble Jell-O). James Hicks, a physiologist, mentioned to Stanton the concept of atrophy and the effects prolonged weightlessness would have on humans living in space for an inordinately extended time period.[17][31][32] Therefore, this was the inspiration of the humans degenerating into the alien Gels,[33] and their ancestry would have been revealed in a Planet of the Apes-style ending.[34] The Gels also spoke a made-up gibberish language, but Stanton scrapped this idea because he thought it would be too complicated for the audience to understand and they could easily be driven off from the storyline.[35] The Gels had a royal family, who host a dance in a castle on a lake in the back of the ship, and the Axiom curled up into a ball when returning to Earth in this incarnation of the story.[35] Stanton decided this was too bizarre and unengaging, and conceived humanity as ""big babies"".[34] Stanton developed the metaphorical theme of the humans learning to stand again and ""grow[ing] up"",[34][36] wanting WALL-E and EVE's relationship to inspire humanity because he felt few films explore how utopian societies come to exist.[37] The process of depicting the descendants of humanity as the way they appear in the movie was slow. Stanton first decided to put a nose and ears on the Gels so the audience could recognize them. Eventually, fingers, legs, clothes, and other characteristics were added until they arrived at the concept of being fetus-like to allow the audience to see themselves in the characters.[35] In a later version of the film, AUTO comes to the docking bay to retrieve EVE's plant. The film would have its first cutaway to the captain, but Stanton moved that as he found it too early to begin moving away from WALL-E's point-of-view. As an homage to Get Smart,[38] AUTO takes the plant and goes into the bowels of the ship into a room resembling a brain where he watches videos of Buy n Large's scheme to clean up the Earth falling apart through the years. Stanton removed this to keep some mystery as to why the plant is taken from EVE. The captain appears to be unintelligent, but Stanton wanted him to just be unchallenged; otherwise he would have not been sympathetic.[33] One example of how unintelligent the captain was depicted initially is that he was seen to wear his hat upside-down, only to fix it before he challenges AUTO. In the finished film, he merely wears it casually atop his head, tightening it when he really takes command of the Axiom.[35] Stanton also moved the moment where WALL-E reveals his plant (which he had snatched from the self-destructing escape pod) from producing it from a closet to immediately after his escape, as it made EVE happier and gave them stronger motivation to dance around the ship. Originally, EVE would have been electrocuted by AUTO, and then be quickly saved from ejection at the hands of the Waste Allocation Load Lifter: Axiom-class (WALL-A) robots, by WALL-E. He would have then revived her by replacing her power unit with a cigarette lighter he brought from Earth. Stanton reversed this following a 2007 test screening, as he wanted to show EVE replacing her directive of bringing the plant to the captain with repairing WALL-E, and it made WALL-E even more heroic if he held the holo-detector open despite being badly hurt.[33] The idea of WALL-E losing his memory and personality came after the braintrust team abandoned a scene where EVE had been shot in her heart battery and WALL-E gave her his own battery instead.[39] Stanton felt half the audience at the screening believed the humans would be unable to cope with living on Earth and would have died out after the film's end. Jim Capobianco, director of the Ratatouille short film Your Friend the Rat, created an end credits animation that continued the story—and stylized in different artistic movements throughout history—to clarify an optimistic tone.[40] WALL-E was the most complex Pixar production since Monsters, Inc. because of the world and the history that had to be conveyed.[20] Whereas most Pixar films have up to 75,000 storyboards, WALL-E required 125,000.[41] Production designer Ralph Eggleston wanted the lighting of the first act on Earth to be romantic, and that of the second act on the Axiom to be cold and sterile. During the third act, the romantic lighting is slowly introduced into the Axiom environment.[17] Pixar studied Chernobyl and the city of Sofia to create the ruined world; art director Anthony Christov was from Bulgaria and recalled Sofia used to have problems storing its garbage.[42][43] Eggleston bleached out the whites on Earth to make WALL-E feel vulnerable. The overexposed light makes the location look more vast. Because of the haziness, the cubes making up the towers of garbage had to be large, otherwise they would have lost shape (in turn, this helped save rendering time). The dull tans of Earth subtly become soft pinks and blues when EVE arrives. When WALL-E shows EVE all his collected items, all the lights he has collected light up to give an inviting atmosphere, like a Christmas tree. Eggleston tried to avoid the colors yellow and green so WALL-E—who was made yellow to emulate a tractor—would not blend into the deserted Earth, and to make the plant more prominent.[44] Stanton also wanted the lighting to look realistic and evoke the science fiction films of his youth. He thought that Pixar captured the physics of being underwater with Finding Nemo and so for WALL-E, he wanted to push that for air. While rewatching some of his favorite science fiction films, he realized that Pixar's other movies had lacked the look of 70 mm film and its barrel distortion, lens flare, and racking focus.[20] Producer Jim Morris invited Roger Deakins and Dennis Muren to advise on lighting and atmosphere. Muren spent several months with Pixar, while Deakins hosted one talk and was requested to stay on for another two weeks. Stanton said Muren's experience came from integrating computer animation into live-action settings, while Deakins helped them understand not to overly complicate their camerawork and lighting.[37] 1970s Panavision cameras were used to help the animators understand and replicate handheld imperfections like unfocused backgrounds in digital environments.[17] The first lighting test included building a three-dimensional replica of WALL-E, filming it with a 70 mm camera, and then trying to replicate that in the computer.[45] Stanton cited the shallow lens work of Gus Van Sant's films as an influence, as it created intimacy in each close-up. Stanton chose angles for the virtual cameras that a live-action filmmaker would choose if filming on a set.[24] Stanton wanted the Axiom's interior to resemble Shanghai and Dubai.[20] Eggleston studied 1960s NASA paintings and the original concept art for Tomorrowland for the Axiom, to reflect that era's sense of optimism.[17] Stanton remarked ""We are all probably very similar in our backgrounds here [at Pixar] in that we all miss the Tomorrowland that was promised us from the heyday of Disneyland,"" and wanted a ""jet pack"" feel.[20] Pixar also studied the Disney Cruise Line and visited Las Vegas, which was helpful in understanding artificial lighting.[17] Eggleston based his Axiom designs on the futuristic architecture of Santiago Calatrava. Eggleston divided the inside of the ship into three sections; the rear's economy class has a basic gray concrete texture with graphics keeping to the red, blue, and white of the BnL logo. The coach class with living/shopping spaces has ""S"" shapes as people are always looking for ""what's around the corner"". Stanton intended to have many colorful signs, but he realized this would overwhelm the audience and went with Eggleston's original idea of a small number of larger signs. The premier class is a large Zen-like spa with colors limited to turquoise, cream, and tan, and leads on to the captain's warm carpeted and wooded quarters and the sleek dark bridge.[44] In keeping with the artificial Axiom, camera movements were modeled after those of the steadicam.[46] The use of live action was a stepping stone for Pixar, as Stanton was planning to make John Carter of Mars his next project.[20] Storyboarder Derek Thompson noted introducing live action meant that they would make the rest of the film look even more realistic.[47] Eggleston added that if the historical humans had been animated and slightly caricaturized, the audience then would not have been able to recognize how serious their devolution was.[44] Stanton cast Fred Willard as the historical Buy n Large CEO because ""[h]e's the most friendly and insincere car salesman I could think of.""[34] The CEO says ""stay the course"", which Stanton used because he thought it was funny and a ""natural thing to say at the time"".[48] Industrial Light & Magic did the visual effects for these shots.[17] WALL-E went undeveloped during the 1990s partly because Stanton and Pixar were not confident enough yet to have a feature-length film with a main character that behaved like Luxo Jr., the Pixar lamp or R2-D2.[21] Stanton explained there are two types of robots in cinema: ""human[s] with metal skin"", like the Tin Man, or ""machine[s] with function"" like Luxo and R2. He found the latter idea ""powerful"" because it allowed the audience to project personalities onto the characters, as they do with babies and pets: ""You're compelled … you almost can't stop yourself from finishing the sentence 'Oh, I think it likes me! I think it's hungry! I think it wants to go for a walk!'""[49] He added, ""We wanted the audience to believe they were witnessing a machine that has come to life.""[17] The animators visited recycling stations to study machinery, and also met robot designers, visited NASA's Jet Propulsion Laboratory to study robots, watched a recording of a Mars rover,[28] and borrowed a bomb detecting robot from the San Francisco Police Department. Simplicity was preferred in their performances as giving them too many movements would make them feel human.[17] Stanton wanted WALL-E to be a box and EVE to be like an egg.[50] WALL-E's eyes were inspired by a pair of binoculars Stanton was given when watching the Oakland Athletics play against the Boston Red Sox. He ""missed the entire inning"" because he was distracted by them.[51] The director was reminded of Buster Keaton and decided the robot would not need a nose or mouth.[52] Stanton added a zoom lens to make WALL-E more sympathetic.[52] Ralph Eggleston noted this feature gave the animators more to work with and gave the robot a childlike quality.[44] Pixar's studies of trash compactors during their visits to recycling stations inspired his body.[17] His tank treads were inspired by a wheelchair someone had developed that used treads instead of wheels.[50] The animators wanted him to have elbows, but realized this was unrealistic because he is only designed to pull garbage into his body.[17] His arms also looked flimsy when they did a test of him waving.[50] Animation director Angus MacLane suggested they attach his arms to a track on the sides of his body to move them around, based on the inkjet printers his father designed. This arm design contributed to creating the character's posture, so if they wanted him to be nervous, they would lower them.[53] Stanton was unaware of the similarities between WALL-E and Johnny 5 from Short Circuit until others pointed it out to him.[21] Stanton wanted EVE to be at the higher end of technology, and asked iPod designer Jonathan Ive to inspect her design. He was very impressed.[20] Her eyes are modelled on Lite-Brite toys,[52] but Pixar chose not to make them overly expressive as it would be too easy to have her eyes turn into hearts to express love or something similar.[50] Her limited design meant the animators had to treat her like a drawing, relying on posing her body to express emotion.[17] They also found her similar to a manatee or a narwhal because her floating body resembled an underwater creature.[50] Auto was a conscious homage to HAL 9000 from 2001: A Space Odyssey,[21] and the usage of The Blue Danube when Captain McCrea observes his daily tasks, also Also sprach Zarathustra for the showdown between Captain McCrea and Auto furthers that.[54] The manner in which he hangs from a wall or ceiling gives him a threatening feel, like a spider.[55] Originally, Auto was designed entirely differently, resembling EVE, but masculine and authoritative and SECUR-T was also a more aggressive patrol steward robot.[33] The majority of the robot cast were formed with the Build-a-bot program, where different heads, arms and treads were combined in over a hundred variations.[17] The humans were modelled on sea lions due to their blubbery bodies,[44] as well as babies. The filmmakers noticed baby fat is a lot tighter than adult fat and copied that texture for the film's humans.[56] To animate their robots, the film's story crew and animation crew watched a Keaton and a Charlie Chaplin film every day for almost a year, and occasionally a Harold Lloyd picture.[21] Afterwards, the filmmakers knew all emotions could be conveyed silently. Stanton cited Keaton's ""great stone face"" as giving them perseverance in animating a character with an unchanging expression.[52] As he rewatched these, Stanton felt that filmmakers—since the advent of sound—relied on dialogue too much to convey exposition.[21] The filmmakers dubbed the cockroach WALL-E keeps as a pet ""Hal"", in reference to silent film producer Hal Roach (as well as being an additional reference to HAL 9000).[17] They also watched 2001: A Space Odyssey, The Black Stallion and Never Cry Wolf, films that had sound but were not reliant on dialogue.[47] Stanton acknowledged Silent Running as an influence because its silent robots were a forerunner to the likes of R2-D2,[37] and that the ""hopeless romantic"" Woody Allen also inspired WALL-E.[25] Producer Jim Morris recommended Ben Burtt as sound designer for WALL-E because Stanton kept using R2-D2 as the benchmark for the robots.[38] Burtt had completed Star Wars: Episode III – Revenge of the Sith and told his wife he would no longer work on films with robots, but found WALL-E and its substitution of voices with sound ""fresh and exciting"".[17] He recorded 2,500 sounds for the film, which was twice the average number for a Star Wars film,[28] and a record in his career.[17] Burtt began work in 2005,[57] and experimented with filtering his voice for two years.[58] Burtt described the robot voices as ""like a toddler … universal language of intonation. 'Oh', 'Hm?', 'Huh!', you know?""[59] During production Burtt had the opportunity to look at the items used by Jimmy MacDonald, Disney's in-house sound designer for many of their classic films. Burtt used many of MacDonald's items on WALL-E. Because Burtt was not simply adding sound effects in post-production, the animators were always evaluating his new creations and ideas, which Burtt found an unusual experience.[60] He worked in sync with the animators, returning their animation after adding the sounds to give them more ideas.[17] Burtt would choose scientifically accurate sounds for each character, but if he could not find one that worked, he would choose a dramatic and unrealistic noise.[60] Burtt would find hundreds of sounds by looking at concept art of characters, before he and Stanton pared it down to a distinct few for each robot.[20] Burtt saw a hand-cranked electrical generator while watching Island in the Sky, and bought an identical, unpacked device from 1950 on eBay to use for WALL-E moving around.[61] Burtt also used an automobile self-starter for when WALL-E goes fast,[60] and the sound of cars being wrecked at a demolition derby provided for WALL-E's compressing trash in his body.[62] The Macintosh computer chime was used to signify when WALL-E has fully recharged his battery. For EVE, Burtt wanted her humming to have a musical quality.[60] Burtt was only able to provide neutral or masculine voices, so Pixar employee Elissa Knight was asked to provide her voice for Burtt to electronically modify. Stanton deemed the sound effect good enough to properly cast her in the role.[48] Burtt recorded a flying 10-foot-long (3.0 m) radio-controlled jet plane for EVE's flying,[17] and for her plasma cannon, Burtt hit a slinky hung from a ladder with a timpani stick. He described it as a ""cousin"" to the blaster noise from Star Wars.[63] MacInTalk was used because Stanton ""wanted Auto to be the epitome of a robot, cold, zeros & ones, calculating, and soulless [and] Stephen Hawking's kind of voice I thought was perfect.""[37] Additional sounds for the character were meant to give him a clockwork feel, to show he is always thinking and calculating.[60] Burtt had visited Niagara Falls in 1987 and used his recordings from his trip for the sounds of wind,[62] and ran around a hall with a canvas bag up to record the sandstorm.[17] For the scene where WALL-E flees from falling shopping carts, Burtt and his daughter went to a supermarket and placed a recorder in their cart. They crashed it around the parking lot and then let it tumble down a hill.[64] To create Hal (WALL-E's pet cockroach)'s skittering, he recorded the clicking caused by taking apart and reassembling handcuffs.[17]"
tt2582802,Whiplash,2014.0,106.0,"Drama,Music",8.5,1152780,"['nm1886602', 'nm0799777', 'nm2552034', 'nm0001663', 'nm3271473']",English,United States,3.3,50.4,"Andrew Neiman, a 19-year-old jazz drummer, attends the prestigious Shaffer Conservatory in New York City. Terence Fletcher, the conductor of Shaffer's most prestigious ensemble, overhears Neiman practicing and prompts him to play rudiments and a double-time swing beat. Unimpressed, Fletcher leaves, but later recruits him to perform in his ensemble as a backup for the core drummer, Carl Tanner. On his first day in Fletcher's class however, Andrew quickly discovers that Fletcher is relentlessly strict and abuses his students verbally, physically, and psychologically. When Neiman apparently fails to keep tempo on Hank Levy's ""Whiplash"" during his first ensemble rehearsal, Fletcher throws a chair at him, repeatedly slaps his face, and berates him. Determined to impress Fletcher, Neiman excessively practices, often until his hands bleed. After their first set at a jazz competition, Neiman misplaces Tanner's sheet music. Tanner cannot play without the sheets, so Fletcher allows Neiman to perform; Shaffer wins the competition. Fletcher promotes Neiman to core drummer, but abruptly reassigns the position to Ryan Connolly, a drummer from Neiman's previous ensemble within Shaffer. Neiman's single-mindedness toward music leads to him clashing with his family and breaking up with his girlfriend Nicole. One day, Fletcher begins rehearsal by announcing that Sean Casey, a former member of the Studio Band, has died in a car accident. He then pushes the three drummers to play at a faster tempo on ""Caravan"", keeping them for a grueling five-hour practice. Neiman earns the core position back after he is the only one able to perform on tempo. Neiman's bus gets a flat tire on his way to the next competition. He rents a car, but arrives late and forgets his drumsticks at the rental office. Neiman races back and retrieves them, but his car is hit by a truck on the way back. An injured Neiman runs to the theater, arriving bloodied and weak as the ensemble enters the stage. He struggles to keep tempo and Fletcher halts the performance to dismiss him. Enraged, Neiman attacks Fletcher onstage and is expelled from Shaffer. At the request of his father Jim, Neiman meets a lawyer representing Casey's parents, who explain that Casey didn't die in a car crash, but actually hanged himself after suffering from depression and anxiety due to Fletcher's abuse; and his parents want Fletcher held accountable. Neiman agrees to anonymously testify against Fletcher. Months later, Neiman, having abandoned drumming, encounters Fletcher playing piano at a jazz club. They have a conversation over drinks, during which Fletcher says that he was let go from Shaffer after someone complained about his conduct, admits he was harsh, but insists his methods were necessary to motivate students. He cites a story where Jo Jones allegedly threw a cymbal at Charlie Parker to argue that the next transformative jazz musician would never let themselves be discouraged. Fletcher invites Neiman to perform with his professional band at a New York JVC Jazz Festival, playing the same pieces from Shaffer; Neiman accepts. At the festival, Fletcher reveals to Neiman that he knows Neiman testified against him; as revenge, he leads the band into Tim Simonec's ""Upswingin'"", a song that Neiman does not know nor has the sheet to. A humiliated Neiman walks offstage. After Jim embraces him, Neiman returns to the stage, reclaims the drum kit, and cuts off Fletcher by cueing the band into ""Caravan"". Fletcher, though angered, resumes conducting. Towards the end of ""Caravan"", Neiman improvises a lengthy solo. Impressed, Fletcher nods in approval before cueing the final chord."
